col,GSE,Basename,NCBI_scientific_name,taxid,Tissue,Sex,Family,Order,Species,SuccessRate,common_names
GSM4997138,GSE164127,GSM4997138,Pteropus hypomelanus,9405,Skin,Male,Pteropodidae,Chiroptera,Pteropus hypomelanus,0.800122706,small flying fox
GSM4997139,GSE164127,GSM4997139,Pteropus vampyrus,132908,Skin,Female,Pteropodidae,Chiroptera,Pteropus vampyrus,0.800229407,large flying fox
GSM4997140,GSE164127,GSM4997140,Pteropus hypomelanus,9405,Skin,Male,Pteropodidae,Chiroptera,Pteropus hypomelanus,0.670081093,small flying fox
GSM4997141,GSE164127,GSM4997141,Pteropus vampyrus,132908,Skin,Male,Pteropodidae,Chiroptera,Pteropus vampyrus,0.813727059,large flying fox
GSM4997142,GSE164127,GSM4997142,Pteropus vampyrus,132908,Skin,Female,Pteropodidae,Chiroptera,Pteropus vampyrus,0.813513658,large flying fox
GSM4997143,GSE164127,GSM4997143,Pteropus hypomelanus,9405,Skin,Female,Pteropodidae,Chiroptera,Pteropus hypomelanus,0.807965216,small flying fox
GSM4997144,GSE164127,GSM4997144,Pteropus vampyrus,132908,Skin,Male,Pteropodidae,Chiroptera,Pteropus vampyrus,0.80988583,large flying fox
GSM4997145,GSE164127,GSM4997145,Pteropus hypomelanus,9405,Skin,Female,Pteropodidae,Chiroptera,Pteropus hypomelanus,0.814794067,small flying fox
GSM4997146,GSE164127,GSM4997146,Pteropus vampyrus,132908,Skin,Male,Pteropodidae,Chiroptera,Pteropus vampyrus,0.808098592,large flying fox
GSM4997147,GSE164127,GSM4997147,Pteropus hypomelanus,9405,Skin,Male,Pteropodidae,Chiroptera,Pteropus hypomelanus,0.810125907,small flying fox
GSM4997148,GSE164127,GSM4997148,Pteropus vampyrus,132908,Skin,Female,Pteropodidae,Chiroptera,Pteropus vampyrus,0.81177977,large flying fox
GSM4997149,GSE164127,GSM4997149,Pteropus hypomelanus,9405,Skin,Male,Pteropodidae,Chiroptera,Pteropus hypomelanus,0.791639991,small flying fox
GSM4997150,GSE164127,GSM4997150,Pteropus vampyrus,132908,Skin,Female,Pteropodidae,Chiroptera,Pteropus vampyrus,0.814313914,large flying fox
GSM4997151,GSE164127,GSM4997151,Pteropus vampyrus,132908,Skin,Female,Pteropodidae,Chiroptera,Pteropus vampyrus,0.818075117,large flying fox
GSM4997152,GSE164127,GSM4997152,Pteropus hypomelanus,9405,Skin,Female,Pteropodidae,Chiroptera,Pteropus hypomelanus,0.518325864,small flying fox
GSM4997153,GSE164127,GSM4997153,Pteropus vampyrus,132908,Skin,Female,Pteropodidae,Chiroptera,Pteropus vampyrus,0.804710841,large flying fox
GSM4997154,GSE164127,GSM4997154,Pteropus hypomelanus,9405,Skin,Female,Pteropodidae,Chiroptera,Pteropus hypomelanus,0.792653649,small flying fox
GSM4997155,GSE164127,GSM4997155,Pteropus vampyrus,132908,Skin,Male,Pteropodidae,Chiroptera,Pteropus vampyrus,0.822689927,large flying fox
GSM4997156,GSE164127,GSM4997156,Pteropus hypomelanus,9405,Skin,Female,Pteropodidae,Chiroptera,Pteropus hypomelanus,0.796388178,small flying fox
GSM4997157,GSE164127,GSM4997157,Pteropus vampyrus,132908,Skin,Female,Pteropodidae,Chiroptera,Pteropus vampyrus,0.813273581,large flying fox
GSM4997158,GSE164127,GSM4997158,Pteropus vampyrus,132908,Skin,Female,Pteropodidae,Chiroptera,Pteropus vampyrus,0.823490184,large flying fox
GSM4997159,GSE164127,GSM4997159,Pteropus hypomelanus,9405,Skin,Female,Pteropodidae,Chiroptera,Pteropus hypomelanus,0.820715962,small flying fox
GSM4997160,GSE164127,GSM4997160,Pteropus vampyrus,132908,Skin,Female,Pteropodidae,Chiroptera,Pteropus vampyrus,0.813060179,large flying fox
GSM4997161,GSE164127,GSM4997161,Pteropus hypomelanus,9405,Skin,Female,Pteropodidae,Chiroptera,Pteropus hypomelanus,0.810259283,small flying fox
GSM4997162,GSE164127,GSM4997162,Pteropus vampyrus,132908,Skin,Male,Pteropodidae,Chiroptera,Pteropus vampyrus,0.801349765,large flying fox
